student_id,date,attendance_status
S1883,2025-10-25,Absent
S1883,2025-10-21,Absent
S1883,2025-11-10,Present
S1883,2025-10-16,Absent
S1883,2025-09-11,Present
S1883,2025-10-12,Present
S1883,2025-09-28,Absent
S1883,2025-10-31,Present
S1883,2025-09-17,Present
S1883,2025-10-18,Present
S1883,2025-09-27,Present
S1883,2025-09-10,Present
S1883,2025-11-16,Present
S1883,2025-09-17,Present
S1884,2025-08-26,Present
S1884,2025-10-19,Present
S1884,2025-09-20,Absent
S1884,2025-09-23,Absent
S1884,2025-09-08,Absent
S1884,2025-08-04,Present
S1884,2025-11-04,Present
S1884,2025-09-13,Absent
S1884,2025-09-18,Present
S1884,2025-10-31,Present
S1884,2025-10-03,Absent
S1884,2025-08-20,Absent
S1884,2025-11-01,Present
S1884,2025-08-03,Present
S1884,2025-11-05,Absent
S1884,2025-08-01,Present
S1884,2025-09-13,Present
S1884,2025-11-22,Absent
S1884,2025-09-14,Absent
S1884,2025-09-05,Absent
S1885,2025-10-20,Absent
S1885,2025-09-25,Absent
S1885,2025-09-23,Absent
S1885,2025-09-04,Absent
S1885,2025-09-06,Absent
S1885,2025-11-06,Absent
S1885,2025-08-09,Present
S1885,2025-10-10,Present
S1885,2025-10-09,Absent
S1885,2025-08-18,Present
S1885,2025-10-20,Absent
S1885,2025-08-11,Absent
S1885,2025-09-29,Absent
S1885,2025-11-14,Absent
S1885,2025-09-02,Present
S1885,2025-08-24,Absent
S1885,2025-11-06,Present
S1885,2025-08-21,Present
S1885,2025-08-06,Absent
S1885,2025-09-29,Absent
S1886,2025-11-09,Present
S1886,2025-07-30,Present
S1886,2025-09-05,Absent
S1886,2025-10-15,Absent
S1886,2025-08-03,Absent
S1886,2025-09-20,Present
S1886,2025-11-19,Absent
S1886,2025-08-22,Absent
S1886,2025-10-14,Present
S1886,2025-09-16,Present
S1886,2025-10-20,Absent
S1886,2025-10-05,Present
S1886,2025-11-10,Present
S1886,2025-11-21,Present
S1886,2025-08-05,Absent
S1886,2025-10-05,Present
S1886,2025-09-16,Present
S1886,2025-08-15,Present
S1886,2025-08-30,Absent
S1886,2025-11-02,Present
S1887,2025-10-07,Present
S1887,2025-09-15,Absent
S1887,2025-10-16,Present
S1887,2025-11-14,Absent
S1887,2025-10-31,Absent
S1887,2025-11-01,Present
S1887,2025-09-04,Absent
S1887,2025-09-13,Present
S1887,2025-11-09,Present
S1887,2025-11-23,Present
S1887,2025-09-24,Present
S1887,2025-08-05,Absent
S1887,2025-10-10,Absent
S1887,2025-08-17,Absent
S1887,2025-08-06,Present
S1887,2025-09-29,Present
S1887,2025-09-12,Absent
S1887,2025-09-28,Present
S1887,2025-08-13,Present
S1887,2025-10-02,Absent
S1888,2025-11-11,Present
S1888,2025-08-20,Absent
S1888,2025-10-10,Present
S1888,2025-09-26,Present
S1888,2025-09-24,Absent
S1888,2025-10-25,Present
S1888,2025-10-25,Present
S1888,2025-08-21,Present
S1888,2025-10-15,Absent
S1888,2025-09-25,Absent
S1888,2025-10-31,Absent
S1888,2025-08-01,Present
S1888,2025-10-13,Present
S1888,2025-11-10,Present
S1888,2025-09-15,Absent
S1888,2025-09-16,Present
S1888,2025-08-22,Present
S1888,2025-09-21,Present
S1888,2025-10-02,Absent
S1888,2025-08-07,Absent
S1889,2025-10-11,Present
S1889,2025-10-06,Present
S1889,2025-10-05,Absent
S1889,2025-08-04,Absent
S1889,2025-09-07,Present
S1889,2025-07-29,Absent
S1889,2025-08-30,Absent
S1889,2025-11-02,Present
S1889,2025-11-14,Present
S1889,2025-10-08,Present
S1889,2025-11-03,Present
S1889,2025-10-03,Absent
S1889,2025-10-17,Absent
S1889,2025-11-01,Present
S1889,2025-10-05,Absent
S1889,2025-11-07,Absent
S1889,2025-11-09,Absent
S1889,2025-11-24,Present
S1889,2025-09-08,Present
S1889,2025-08-14,Present
S1890,2025-10-14,Present
S1890,2025-10-10,Absent
S1890,2025-08-06,Absent
S1890,2025-07-29,Present
S1890,2025-10-22,Absent
S1890,2025-09-21,Present
S1890,2025-09-24,Absent
S1890,2025-08-12,Absent
S1890,2025-10-27,Present
S1890,2025-08-01,Present
S1890,2025-11-05,Present
S1890,2025-10-06,Present
S1890,2025-09-14,Absent
S1890,2025-08-30,Absent
S1890,2025-11-19,Absent
S1890,2025-09-08,Absent
S1890,2025-09-04,Present
S1890,2025-11-25,Absent
S1890,2025-09-13,Present
S1890,2025-08-24,Present
S1891,2025-11-05,Present
S1891,2025-08-19,Absent
S1891,2025-11-23,Present
S1891,2025-10-05,Absent
S1891,2025-08-12,Absent
S1891,2025-09-24,Present
S1891,2025-08-19,Absent
S1891,2025-08-29,Absent
S1891,2025-10-29,Present
S1891,2025-10-17,Present
S1891,2025-08-27,Absent
S1891,2025-11-14,Present
S1891,2025-11-06,Absent
S1891,2025-10-29,Absent
S1891,2025-10-13,Present
S1891,2025-09-05,Absent
S1891,2025-08-24,Present
S1891,2025-11-09,Present
S1891,2025-09-22,Present
S1891,2025-10-16,Absent
S1892,2025-09-12,Absent
S1892,2025-09-28,Absent
S1892,2025-10-16,Present
S1892,2025-08-01,Present
S1892,2025-11-06,Present
S1892,2025-09-09,Present
S1892,2025-11-12,Absent
S1892,2025-08-15,Present
S1892,2025-10-10,Present
S1892,2025-08-05,Absent
S1892,2025-11-22,Absent
S1892,2025-10-31,Absent
S1892,2025-11-12,Absent
S1892,2025-09-26,Present
S1892,2025-08-14,Absent
S1892,2025-10-11,Present
S1892,2025-08-26,Absent
S1892,2025-08-07,Present
S1892,2025-08-07,Present
S1892,2025-10-03,Absent
S1893,2025-10-08,Present
S1893,2025-11-12,Absent
S1893,2025-11-01,Absent
S1893,2025-10-22,Absent
S1893,2025-08-08,Absent
S1893,2025-11-25,Present
S1893,2025-10-23,Present
S1893,2025-11-09,Absent
S1893,2025-10-10,Absent
S1893,2025-08-26,Present
S1893,2025-07-29,Absent
S1893,2025-11-02,Absent
S1893,2025-09-23,Absent
S1893,2025-09-28,Present
S1893,2025-09-27,Present
S1893,2025-08-14,Absent
S1893,2025-10-19,Present
S1893,2025-11-23,Absent
S1893,2025-09-20,Present
S1893,2025-09-23,Absent
S1894,2025-10-22,Present
S1894,2025-09-21,Absent
S1894,2025-08-12,Absent
S1894,2025-08-12,Present
S1894,2025-08-25,Absent
S1894,2025-10-31,Absent
S1894,2025-09-08,Absent
S1894,2025-08-27,Absent
S1894,2025-09-10,Absent
S1894,2025-08-19,Present
S1894,2025-09-10,Present
S1894,2025-10-18,Absent
S1894,2025-10-14,Present
S1894,2025-11-03,Present
S1894,2025-10-19,Present
S1894,2025-09-15,Present
S1894,2025-11-17,Absent
S1894,2025-10-22,Present
S1894,2025-10-18,Present
S1894,2025-09-29,Present
S1895,2025-10-19,Absent
S1895,2025-08-27,Absent
S1895,2025-09-05,Absent
S1895,2025-10-27,Absent
S1895,2025-10-09,Absent
S1895,2025-11-15,Present
S1895,2025-10-30,Present
S1895,2025-10-04,Present
S1895,2025-09-02,Present
S1895,2025-08-31,Present
S1895,2025-11-20,Present
S1895,2025-09-27,Absent
S1895,2025-10-17,Absent
S1895,2025-08-03,Absent
S1895,2025-08-24,Present
S1895,2025-10-07,Absent
S1895,2025-11-01,Absent
S1895,2025-10-22,Absent
S1895,2025-11-21,Absent
S1895,2025-08-12,Present
S1896,2025-09-02,Present
S1896,2025-10-22,Absent
S1896,2025-10-18,Absent
S1896,2025-09-02,Absent
S1896,2025-08-01,Absent
S1896,2025-08-10,Present
S1896,2025-10-22,Absent
S1896,2025-11-16,Present
S1896,2025-10-09,Absent
S1896,2025-11-12,Present
S1896,2025-10-31,Absent
S1896,2025-09-09,Absent
S1896,2025-11-15,Absent
S1896,2025-09-19,Absent
S1896,2025-08-05,Present
S1896,2025-08-10,Absent
S1896,2025-10-11,Absent
S1896,2025-11-01,Absent
S1896,2025-09-22,Present
S1896,2025-09-19,Absent
S1897,2025-09-03,Present
S1897,2025-10-13,Absent
S1897,2025-09-11,Absent
S1897,2025-09-09,Present
S1897,2025-11-12,Absent
S1897,2025-08-07,Present
S1897,2025-08-19,Present
S1897,2025-10-01,Present
S1897,2025-11-09,Present
S1897,2025-07-29,Absent
S1897,2025-10-17,Absent
S1897,2025-08-01,Present
S1897,2025-09-29,Present
S1897,2025-10-10,Present
S1897,2025-11-04,Absent
S1897,2025-11-06,Absent
S1897,2025-10-27,Absent
S1897,2025-10-29,Present
S1897,2025-10-21,Absent
S1897,2025-08-11,Present
S1898,2025-08-29,Present
S1898,2025-09-11,Present
S1898,2025-08-31,Present
S1898,2025-07-30,Present
S1898,2025-10-15,Absent
S1898,2025-09-09,Absent
S1898,2025-10-11,Absent
S1898,2025-08-11,Absent
S1898,2025-09-16,Present
S1898,2025-10-17,Present
S1898,2025-10-24,Absent
S1898,2025-11-01,Present
S1898,2025-10-30,Absent
S1898,2025-08-07,Present
S1898,2025-11-20,Present
S1898,2025-08-17,Absent
S1898,2025-10-06,Present
S1898,2025-08-20,Present
S1898,2025-11-24,Absent
S1898,2025-10-14,Present
S1899,2025-09-04,Absent
S1899,2025-09-04,Present
S1899,2025-09-02,Present
S1899,2025-10-06,Absent
S1899,2025-08-03,Present
S1899,2025-08-16,Present
S1899,2025-11-16,Absent
S1899,2025-10-14,Absent
S1899,2025-08-08,Absent
S1899,2025-09-03,Absent
S1899,2025-09-30,Absent
S1899,2025-11-25,Absent
S1899,2025-08-07,Present
S1899,2025-09-09,Absent
S1899,2025-09-21,Present
S1899,2025-10-09,Absent
S1899,2025-08-30,Absent
S1899,2025-08-23,Absent
S1899,2025-10-07,Absent
S1899,2025-11-12,Present
S1900,2025-10-13,Present
S1900,2025-10-08,Present
S1900,2025-09-10,Present
S1900,2025-08-02,Absent
S1900,2025-09-12,Absent
S1900,2025-09-13,Absent
S1900,2025-11-21,Present
S1900,2025-09-20,Absent
S1900,2025-10-24,Present
S1900,2025-11-01,Absent
S1900,2025-11-11,Absent
S1900,2025-08-15,Present
S1900,2025-08-10,Absent
S1900,2025-07-30,Absent
S1900,2025-10-15,Present
S1900,2025-09-27,Absent
S1900,2025-08-25,Present
S1900,2025-11-06,Present
S1900,2025-09-12,Present
S1900,2025-08-12,Absent
S1901,2025-09-15,Present
S1901,2025-07-30,Present
S1901,2025-11-19,Absent
S1901,2025-08-20,Present
S1901,2025-08-17,Present
S1901,2025-11-02,Absent
S1901,2025-10-22,Present
S1901,2025-08-19,Present
S1901,2025-08-25,Absent
S1901,2025-08-13,Absent
S1901,2025-10-21,Absent
S1901,2025-11-01,Absent
S1901,2025-09-25,Absent
S1901,2025-09-08,Absent
S1901,2025-10-27,Absent
S1901,2025-09-24,Present
S1901,2025-09-06,Absent
S1901,2025-09-30,Absent
S1901,2025-10-15,Present
S1901,2025-08-04,Present
S1902,2025-09-30,Absent
S1902,2025-09-10,Absent
S1902,2025-09-26,Absent
S1902,2025-11-15,Present
S1902,2025-11-14,Absent
S1902,2025-08-03,Absent
S1902,2025-09-08,Present
S1902,2025-08-15,Present
S1902,2025-10-19,Absent
S1902,2025-10-27,Absent
S1902,2025-07-29,Present
S1902,2025-08-23,Present
S1902,2025-11-20,Absent
S1902,2025-08-20,Present
S1902,2025-09-16,Present
S1902,2025-08-01,Absent
S1902,2025-11-23,Absent
S1902,2025-10-01,Absent
S1902,2025-10-09,Present
S1902,2025-11-25,Present
S1903,2025-09-26,Present
S1903,2025-08-09,Absent
S1903,2025-09-25,Present
S1903,2025-08-24,Absent
S1903,2025-08-29,Present
S1903,2025-08-12,Absent
S1903,2025-08-28,Absent
S1903,2025-11-07,Present
S1903,2025-10-05,Present
S1903,2025-11-07,Present
S1903,2025-08-18,Present
S1903,2025-10-22,Present
S1903,2025-08-12,Absent
S1903,2025-10-08,Present
S1903,2025-10-11,Absent
S1903,2025-07-31,Present
S1903,2025-09-15,Absent
S1903,2025-10-06,Present
S1903,2025-10-12,Absent
S1903,2025-09-06,Present
S1904,2025-10-01,Absent
S1904,2025-09-11,Present
S1904,2025-09-09,Present
S1904,2025-09-16,Absent
S1904,2025-08-01,Present
S1904,2025-09-06,Absent
S1904,2025-11-20,Absent
S1904,2025-09-16,Absent
S1904,2025-11-03,Present
S1904,2025-08-08,Present
S1904,2025-10-21,Present
S1904,2025-08-16,Present
S1904,2025-07-29,Absent
S1904,2025-08-20,Absent
S1904,2025-11-23,Present
S1904,2025-10-29,Present
S1904,2025-08-11,Present
S1904,2025-11-13,Absent
S1904,2025-10-24,Present
S1904,2025-09-25,Absent
S1905,2025-09-20,Absent
S1905,2025-10-19,Absent
S1905,2025-10-09,Present
S1905,2025-08-17,Present
S1905,2025-11-05,Absent
S1905,2025-10-12,Absent
S1905,2025-10-30,Absent
S1905,2025-09-25,Present
S1905,2025-10-09,Absent
S1905,2025-10-22,Absent
S1905,2025-10-15,Absent
S1905,2025-10-19,Absent
S1905,2025-11-14,Present
S1905,2025-11-21,Present
S1905,2025-11-12,Absent
S1905,2025-09-18,Absent
S1905,2025-10-29,Absent
S1905,2025-11-08,Present
S1905,2025-10-16,Present
S1905,2025-10-29,Absent
S1906,2025-10-30,Absent
S1906,2025-09-30,Present
S1906,2025-08-11,Present
S1906,2025-11-12,Present
S1906,2025-11-12,Absent
S1906,2025-11-07,Absent
S1906,2025-11-20,Absent
S1906,2025-10-09,Present
S1906,2025-07-31,Present
S1906,2025-09-02,Absent
S1906,2025-09-06,Absent
S1906,2025-08-29,Absent
S1906,2025-09-03,Present
S1906,2025-08-25,Absent
S1906,2025-11-11,Absent
S1906,2025-10-02,Absent
S1906,2025-10-16,Absent
S1906,2025-09-25,Absent
S1906,2025-09-09,Absent
S1906,2025-09-10,Present
S1907,2025-11-23,Present
S1907,2025-11-12,Absent
S1907,2025-08-03,Absent
S1907,2025-10-13,Present
S1907,2025-11-25,Present
S1907,2025-08-29,Present
S1907,2025-08-22,Absent
S1907,2025-10-13,Present
S1907,2025-10-01,Absent
S1907,2025-11-02,Absent
S1907,2025-08-04,Absent
S1907,2025-10-03,Present
S1907,2025-10-10,Absent
S1907,2025-09-05,Present
S1907,2025-08-04,Present
S1907,2025-10-12,Present
S1907,2025-09-27,Absent
S1907,2025-11-13,Absent
S1907,2025-09-09,Present
S1907,2025-08-20,Present
S1908,2025-08-20,Present
S1908,2025-10-01,Absent
S1908,2025-10-10,Present
S1908,2025-08-03,Absent
S1908,2025-10-05,Absent
S1908,2025-11-18,Absent
S1908,2025-08-29,Absent
S1908,2025-08-03,Absent
S1908,2025-10-27,Absent
S1908,2025-10-27,Present
S1908,2025-11-05,Absent
S1908,2025-09-12,Absent
S1908,2025-10-23,Absent
S1908,2025-10-19,Present
S1908,2025-08-23,Present
S1908,2025-11-10,Present
S1908,2025-08-25,Absent
S1908,2025-10-15,Absent
S1908,2025-08-30,Present
S1908,2025-10-25,Present
S1909,2025-08-03,Present
S1909,2025-11-03,Present
S1909,2025-10-20,Present
S1909,2025-10-14,Present
S1909,2025-10-21,Present
S1909,2025-10-09,Absent
S1909,2025-09-12,Present
S1909,2025-10-12,Present
S1909,2025-08-07,Present
S1909,2025-11-03,Absent
S1909,2025-09-19,Present
S1909,2025-08-22,Present
S1909,2025-08-15,Present
S1909,2025-11-23,Absent
S1909,2025-08-13,Absent
S1909,2025-10-07,Present
S1909,2025-10-05,Present
S1909,2025-08-18,Present
S1909,2025-11-14,Absent
S1909,2025-11-08,Absent
S1910,2025-09-23,Absent
S1910,2025-10-18,Absent
S1910,2025-11-25,Absent
S1910,2025-07-31,Absent
S1910,2025-09-13,Present
S1910,2025-09-26,Present
S1910,2025-09-16,Present
S1910,2025-11-25,Absent
S1910,2025-11-01,Present
S1910,2025-10-31,Present
S1910,2025-10-03,Present
S1910,2025-09-17,Present
S1910,2025-08-05,Absent
S1910,2025-11-20,Absent
S1910,2025-11-06,Absent
S1910,2025-08-29,Present
S1910,2025-09-25,Absent
S1910,2025-11-08,Absent
S1910,2025-09-18,Absent
S1910,2025-08-04,Absent
S1911,2025-10-02,Present
S1911,2025-09-30,Present
S1911,2025-08-25,Present
S1911,2025-11-05,Present
S1911,2025-07-30,Present
S1911,2025-10-08,Absent
S1911,2025-09-25,Absent
S1911,2025-10-04,Absent
S1911,2025-08-11,Absent
S1911,2025-08-30,Absent
S1911,2025-10-05,Absent
S1911,2025-11-25,Present
S1911,2025-11-25,Present
S1911,2025-09-13,Present
S1911,2025-09-20,Absent
S1911,2025-08-14,Absent
S1911,2025-10-20,Present
S1911,2025-11-10,Absent
S1911,2025-09-29,Present
S1911,2025-08-18,Absent
S1912,2025-11-15,Absent
S1912,2025-11-23,Present
S1912,2025-09-14,Absent
S1912,2025-08-31,Present
S1912,2025-08-25,Present
S1912,2025-08-09,Present
S1912,2025-08-19,Present
S1912,2025-10-06,Present
S1912,2025-08-29,Absent
S1912,2025-10-14,Absent
S1912,2025-09-29,Absent
S1912,2025-08-27,Absent
S1912,2025-10-29,Absent
S1912,2025-08-14,Present
S1912,2025-11-25,Absent
S1912,2025-09-04,Present
S1912,2025-09-05,Absent
S1912,2025-08-10,Present
S1912,2025-09-26,Absent
S1912,2025-09-16,Absent
S1913,2025-11-16,Present
S1913,2025-09-13,Present
S1913,2025-08-21,Absent
S1913,2025-09-29,Absent
S1913,2025-10-10,Present
S1913,2025-10-31,Present
S1913,2025-09-21,Present
S1913,2025-09-04,Absent
S1913,2025-09-26,Absent
S1913,2025-08-19,Present
S1913,2025-09-22,Absent
S1913,2025-09-11,Present
S1913,2025-11-02,Absent
S1913,2025-10-10,Absent
S1913,2025-10-22,Absent
S1913,2025-10-01,Present
S1913,2025-08-28,Absent
S1913,2025-09-08,Absent
S1913,2025-08-18,Present
S1913,2025-11-19,Present
S1914,2025-08-23,Absent
S1914,2025-09-27,Present
S1914,2025-08-10,Present
S1914,2025-09-11,Present
S1914,2025-09-06,Present
S1914,2025-10-06,Absent
S1914,2025-08-26,Absent
S1914,2025-10-27,Absent
S1914,2025-10-08,Absent
S1914,2025-11-19,Absent
S1914,2025-09-15,Present
S1914,2025-09-01,Present
S1914,2025-11-12,Absent
S1914,2025-08-21,Present
S1914,2025-11-03,Absent
S1914,2025-11-07,Absent
S1914,2025-08-19,Present
S1914,2025-11-02,Present
S1914,2025-08-11,Present
S1914,2025-11-07,Present
S1915,2025-10-24,Absent
S1915,2025-10-23,Absent
S1915,2025-08-05,Absent
S1915,2025-11-03,Absent
S1915,2025-10-11,Absent
S1915,2025-07-31,Present
S1915,2025-09-24,Absent
S1915,2025-08-13,Present
S1915,2025-09-15,Absent
S1915,2025-09-09,Absent
S1915,2025-10-28,Absent
S1915,2025-08-02,Absent
S1915,2025-08-22,Absent
S1915,2025-11-05,Present
S1915,2025-09-15,Present
S1915,2025-09-22,Present
S1915,2025-10-05,Absent
S1915,2025-09-19,Present
S1915,2025-08-02,Present
S1915,2025-08-15,Present
S1916,2025-09-27,Absent
S1916,2025-09-04,Present
S1916,2025-11-10,Present
S1916,2025-10-17,Present
S1916,2025-08-25,Present
S1916,2025-09-28,Absent
S1916,2025-10-24,Absent
S1916,2025-09-18,Absent
S1916,2025-09-25,Present
S1916,2025-11-17,Present
S1916,2025-08-01,Present
S1916,2025-10-07,Absent
S1916,2025-11-15,Present
S1916,2025-11-05,Present
S1916,2025-08-25,Absent
S1916,2025-11-05,Present
S1916,2025-10-30,Absent
S1916,2025-07-30,Absent
S1916,2025-08-03,Present
S1916,2025-10-16,Present
S1917,2025-10-06,Absent
S1917,2025-09-10,Absent
S1917,2025-08-01,Present
S1917,2025-10-23,Absent
S1917,2025-10-29,Absent
S1917,2025-11-10,Absent
S1917,2025-10-15,Absent
S1917,2025-08-20,Present
S1917,2025-11-05,Present
S1917,2025-09-03,Absent
S1917,2025-10-04,Absent
S1917,2025-08-06,Present
S1917,2025-08-14,Present
S1917,2025-10-19,Absent
S1917,2025-08-25,Absent
S1917,2025-09-30,Present
S1917,2025-11-22,Present
S1917,2025-08-10,Absent
S1917,2025-09-06,Absent
S1917,2025-09-21,Absent
S1918,2025-10-16,Present
S1918,2025-10-07,Absent
S1918,2025-11-20,Absent
S1918,2025-09-01,Present
S1918,2025-09-12,Absent
S1918,2025-09-13,Present
S1918,2025-08-19,Absent
S1918,2025-10-03,Present
S1918,2025-11-19,Absent
S1918,2025-10-25,Absent
S1918,2025-11-03,Present
S1918,2025-10-13,Absent
S1918,2025-10-30,Present
S1918,2025-09-02,Present
S1918,2025-11-14,Present
S1918,2025-09-10,Present
S1918,2025-10-29,Present
S1918,2025-11-07,Present
S1918,2025-09-09,Absent
S1918,2025-08-01,Absent
S1919,2025-09-21,Present
S1919,2025-09-13,Absent
S1919,2025-11-20,Absent
S1919,2025-09-22,Present
S1919,2025-11-14,Present
S1919,2025-08-26,Absent
S1919,2025-09-12,Absent
S1919,2025-09-08,Absent
S1919,2025-10-21,Present
S1919,2025-11-23,Present
S1919,2025-11-16,Present
S1919,2025-10-29,Absent
S1919,2025-11-03,Absent
S1919,2025-09-03,Present
S1919,2025-09-02,Absent
S1919,2025-11-02,Absent
S1919,2025-08-10,Present
S1919,2025-10-06,Present
S1919,2025-09-04,Present
S1919,2025-10-04,Present
S1920,2025-10-17,Present
S1920,2025-09-27,Present
S1920,2025-10-20,Present
S1920,2025-09-02,Present
S1920,2025-11-01,Present
S1920,2025-08-23,Absent
S1920,2025-10-29,Present
S1920,2025-08-05,Present
S1920,2025-09-23,Absent
S1920,2025-10-29,Present
S1920,2025-09-25,Present
S1920,2025-10-18,Absent
S1920,2025-08-11,Absent
S1920,2025-10-18,Present
S1920,2025-08-03,Absent
S1920,2025-11-07,Absent
S1920,2025-11-11,Present
S1920,2025-08-27,Absent
S1920,2025-11-11,Present
S1920,2025-08-01,Absent
S1921,2025-10-02,Present
S1921,2025-11-09,Absent
S1921,2025-11-01,Present
S1921,2025-10-11,Present
S1921,2025-08-09,Absent
S1921,2025-09-24,Present
S1921,2025-09-11,Absent
S1921,2025-08-30,Absent
S1921,2025-08-25,Absent
S1921,2025-08-16,Present
S1921,2025-08-02,Present
S1921,2025-09-18,Present
S1921,2025-11-08,Absent
S1921,2025-09-19,Absent
S1921,2025-10-14,Present
S1921,2025-11-01,Absent
S1921,2025-08-12,Present
S1921,2025-10-10,Absent
S1921,2025-09-20,Present
S1921,2025-10-30,Present
S1922,2025-10-16,Present
S1922,2025-08-27,Absent
S1922,2025-08-11,Present
S1922,2025-10-13,Present
S1922,2025-09-09,Present
S1922,2025-11-10,Present
S1922,2025-11-04,Absent
S1922,2025-11-02,Present
S1922,2025-10-23,Absent
S1922,2025-09-12,Absent
S1922,2025-08-27,Absent
S1922,2025-09-12,Present
S1922,2025-08-11,Present
S1922,2025-10-22,Present
S1922,2025-09-19,Absent
S1922,2025-11-22,Absent
S1922,2025-08-17,Present
S1922,2025-08-22,Present
S1922,2025-08-05,Absent
S1922,2025-10-09,Absent
S1923,2025-10-31,Absent
S1923,2025-08-03,Absent
S1923,2025-09-10,Absent
S1923,2025-09-21,Present
S1923,2025-11-20,Present
S1923,2025-11-11,Present
S1923,2025-10-03,Absent
S1923,2025-09-11,Present
S1923,2025-09-02,Absent
S1923,2025-11-11,Absent
S1923,2025-08-20,Absent
S1923,2025-11-20,Present
S1923,2025-08-17,Present
S1923,2025-08-13,Present
S1923,2025-11-10,Absent
S1923,2025-09-13,Present
S1923,2025-09-03,Present
S1923,2025-08-24,Present
S1923,2025-08-28,Absent
S1923,2025-07-29,Present
S1924,2025-07-29,Present
S1924,2025-11-24,Present
S1924,2025-08-22,Present
S1924,2025-08-22,Present
S1924,2025-11-03,Present
S1924,2025-09-29,Present
S1924,2025-07-31,Present
S1924,2025-11-25,Present
S1924,2025-11-08,Absent
S1924,2025-10-29,Absent
S1924,2025-11-04,Present
S1924,2025-08-05,Present
S1924,2025-10-05,Present
S1924,2025-08-27,Present
S1924,2025-11-04,Absent
S1924,2025-07-31,Absent
S1924,2025-09-30,Absent
S1924,2025-11-04,Present
S1924,2025-09-18,Absent
S1924,2025-08-18,Absent
S1925,2025-09-26,Present
S1925,2025-11-07,Present
S1925,2025-08-23,Present
S1925,2025-11-07,Absent
S1925,2025-10-14,Absent
S1925,2025-11-13,Present
S1925,2025-10-06,Present
S1925,2025-11-14,Present
S1925,2025-09-09,Present
S1925,2025-10-22,Absent
S1925,2025-09-13,Present
S1925,2025-09-01,Absent
S1925,2025-11-10,Absent
S1925,2025-10-04,Present
S1925,2025-09-05,Absent
S1925,2025-10-21,Absent
S1925,2025-09-22,Present
S1925,2025-11-19,Absent
S1925,2025-08-03,Present
S1925,2025-10-30,Absent
S1926,2025-10-20,Present
S1926,2025-11-15,Absent
S1926,2025-11-05,Absent
S1926,2025-11-23,Present
S1926,2025-11-05,Absent
S1926,2025-08-11,Present
S1926,2025-10-25,Absent
S1926,2025-10-20,Absent
S1926,2025-11-15,Absent
S1926,2025-09-17,Absent
S1926,2025-09-21,Absent
S1926,2025-08-24,Absent
S1926,2025-11-20,Present
S1926,2025-08-28,Absent
S1926,2025-09-27,Present
S1926,2025-10-23,Absent
S1926,2025-08-09,Absent
S1926,2025-10-24,Absent
S1926,2025-09-12,Absent
S1926,2025-11-02,Present
S1927,2025-10-12,Absent
S1927,2025-09-11,Absent
S1927,2025-09-30,Absent
S1927,2025-09-17,Present
S1927,2025-11-25,Present
S1927,2025-10-04,Absent
S1927,2025-09-23,Absent
S1927,2025-09-25,Present
S1927,2025-09-24,Absent
S1927,2025-10-22,Present
S1927,2025-09-03,Present
S1927,2025-07-31,Absent
S1927,2025-10-12,Present
S1927,2025-11-21,Present
S1927,2025-08-14,Absent
S1927,2025-11-14,Absent
S1927,2025-09-17,Absent
S1927,2025-08-30,Present
S1927,2025-10-22,Present
S1927,2025-11-25,Present
S1928,2025-08-10,Absent
S1928,2025-10-12,Absent
S1928,2025-09-25,Absent
S1928,2025-10-17,Absent
S1928,2025-11-09,Absent
S1928,2025-10-04,Present
S1928,2025-09-28,Absent
S1928,2025-08-21,Absent
S1928,2025-09-04,Present
S1928,2025-11-04,Absent
S1928,2025-09-21,Absent
S1928,2025-09-11,Absent
S1928,2025-08-23,Present
S1928,2025-10-08,Absent
S1928,2025-08-30,Present
S1928,2025-10-25,Present
S1928,2025-07-29,Absent
S1928,2025-10-02,Present
S1928,2025-08-16,Present
S1928,2025-08-23,Present
S1929,2025-09-03,Present
S1929,2025-09-30,Present
S1929,2025-10-25,Present
S1929,2025-09-11,Absent
S1929,2025-11-06,Absent
S1929,2025-09-07,Present
S1929,2025-09-06,Present
S1929,2025-11-04,Present
S1929,2025-09-13,Present
S1929,2025-09-27,Absent
S1929,2025-08-21,Absent
S1929,2025-11-24,Present
S1929,2025-11-15,Absent
S1929,2025-10-15,Absent
S1929,2025-08-07,Absent
S1929,2025-11-08,Absent
S1929,2025-07-30,Present
S1929,2025-08-13,Present
S1929,2025-10-19,Present
S1929,2025-10-17,Present
S1930,2025-08-29,Absent
S1930,2025-08-10,Absent
S1930,2025-10-19,Absent
S1930,2025-11-07,Present
S1930,2025-08-18,Absent
S1930,2025-10-15,Present
S1930,2025-09-29,Present
S1930,2025-08-17,Absent
S1930,2025-09-14,Present
S1930,2025-09-01,Absent
S1930,2025-09-05,Present
S1930,2025-10-09,Present
S1930,2025-10-01,Present
S1930,2025-10-18,Absent
S1930,2025-11-06,Absent
S1930,2025-09-08,Present
S1930,2025-11-25,Present
S1930,2025-09-28,Present
S1930,2025-08-28,Absent
S1930,2025-11-20,Absent
S1931,2025-08-26,Present
S1931,2025-10-31,Absent
S1931,2025-10-31,Absent
S1931,2025-08-21,Absent
S1931,2025-08-14,Absent
S1931,2025-08-22,Absent
S1931,2025-10-31,Present
S1931,2025-11-25,Present
S1931,2025-08-12,Present
S1931,2025-09-30,Absent
